token	modality	description	chapter
DT23	diag	Burn and corrosion of wrist and hand	Injury, poisoning and certain other consequences of external causes
DT24	diag	Burn and corrosion of hip and lower limb, except ankle and foot	Injury, poisoning and certain other consequences of external causes
DT25	diag	Burn and corrosion of ankle and foot	Injury, poisoning and certain other consequences of external causes
DT26	diag	Burn and corrosion confined to eye and adnexa	Injury, poisoning and certain other consequences of external causes
DT28	diag	Burn and corrosion of other internal organs	Injury, poisoning and certain other consequences of external causes
DT29	diag	Burns and corrosions of multiple body regions	Injury, poisoning and certain other consequences of external causes
DT30	diag	Burn and corrosion, body region unspecified	Injury, poisoning and certain other consequences of external causes
DT31	diag	Burns classified according to extent of body surface involved	Injury, poisoning and certain other consequences of external causes
DT36	diag	Poisoning by systemic antibiotics	Injury, poisoning and certain other consequences of external causes
DT38	diag	Poisoning by hormones and their synthetic substitutes and antagonists, not elsewhere classified	Injury, poisoning and certain other consequences of external causes
DT39	diag	Poisoning by nonopioid analgesics, antipyretics and antirheumatics	Injury, poisoning and certain other consequences of external causes
DT40	diag	Poisoning by narcotics and psychodysleptics [hallucinogens]	Injury, poisoning and certain other consequences of external causes
DT42	diag	Poisoning by antiepileptic, sedative-hypnotic and antiparkinsonism drugs	Injury, poisoning and certain other consequences of external causes
DT43	diag	Poisoning by psychotropic drugs, not elsewhere classified	Injury, poisoning and certain other consequences of external causes
DT44	diag	Poisoning by drugs primarily affecting the autonomic nervous system	Injury, poisoning and certain other consequences of external causes
DT45	diag	Poisoning by primarily systemic and haematological agents, not elsewhere classified	Injury, poisoning and certain other consequences of external causes
DT46	diag	Poisoning by agents primarily affecting the cardiovascular system	Injury, poisoning and certain other consequences of external causes
DT47	diag	Poisoning by agents primarily affecting the gastrointestinal system	Injury, poisoning and certain other consequences of external causes
DT48	diag	Poisoning by agents primarily acting on smooth and skeletal muscles and the respiratory system	Injury, poisoning and certain other consequences of external causes
DT50	diag	Poisoning by diuretics and other and unspecified drugs, medicaments and biological substances	Injury, poisoning and certain other consequences of external causes
DT51	diag	Toxic effect of alcohol	Injury, poisoning and certain other consequences of external causes
DT52	diag	Toxic effect of organic solvents	Injury, poisoning and certain other consequences of external causes
DT54	diag	Toxic effect of corrosive substances	Injury, poisoning and certain other consequences of external causes
DT55	diag	Toxic effect of soaps and detergents	Injury, poisoning and certain other consequences of external causes
DT58	diag	Toxic effect of carbon monoxide	Injury, poisoning and certain other consequences of external causes
DT59	diag	Toxic effect of other gases, fumes and vapours	Injury, poisoning and certain other consequences of external causes
DT62	diag	Toxic effect of other noxious substances eaten as food	Injury, poisoning and certain other consequences of external causes
DT63	diag	Toxic effect of contact with venomous animals	Injury, poisoning and certain other consequences of external causes
DT65	diag	Toxic effect of other and unspecified substances	Injury, poisoning and certain other consequences of external causes
DT67	diag	Effects of heat and light	Injury, poisoning and certain other consequences of external causes
DT68	diag	Hypothermia	Injury, poisoning and certain other consequences of external causes
DT70	diag	Effects of air pressure and water pressure	Injury, poisoning and certain other consequences of external causes
DT71	diag	Asphyxiation	Injury, poisoning and certain other consequences of external causes
DT74	diag	Maltreatment syndromes	Injury, poisoning and certain other consequences of external causes
DT75	diag	Effects of other external causes	Injury, poisoning and certain other consequences of external causes
DT78	diag	Adverse effects, not elsewhere classified	Injury, poisoning and certain other consequences of external causes
DT79	diag	Certain early complications of trauma, not elsewhere classified	Injury, poisoning and certain other consequences of external causes
DT80	diag	Complications following infusion, transfusion and therapeutic injection	Injury, poisoning and certain other consequences of external causes
DT81	diag	Complications of procedures, not elsewhere classified	Injury, poisoning and certain other consequences of external causes
DT83	diag	Complications of genitourinary prosthetic devices, implants and grafts	Injury, poisoning and certain other consequences of external causes
DT84	diag	Complications of internal orthopaedic prosthetic devices, implants and grafts	Injury, poisoning and certain other consequences of external causes
DT85	diag	Complications of other internal prosthetic devices, implants and grafts	Injury, poisoning and certain other consequences of external causes
DT86	diag	Failure and rejection of transplanted organs and tissues	Injury, poisoning and certain other consequences of external causes
DT88	diag	Other complications of surgical and medical care, not elsewhere classified	Injury, poisoning and certain other consequences of external causes
DT90	diag	Sequelae of injuries of head	Injury, poisoning and certain other consequences of external causes
DT91	diag	Sequelae of injuries of neck and trunk	Injury, poisoning and certain other consequences of external causes
DT92	diag	Sequelae of injuries of upper limb	Injury, poisoning and certain other consequences of external causes
DT93	diag	Sequelae of injuries of lower limb	Injury, poisoning and certain other consequences of external causes
DT94	diag	Sequelae of injuries involving multiple and unspecified body regions	Injury, poisoning and certain other consequences of external causes
DT95	diag	Sequelae of burns, corrosions and frostbite	Injury, poisoning and certain other consequences of external causes
DT96	diag	Sequelae of poisoning by drugs, medicaments and biological substances	Injury, poisoning and certain other consequences of external causes
DT98	diag	Sequelae of other and unspecified effects of external causes	Injury, poisoning and certain other consequences of external causes
DV01	diag	Pedestrian injured in collision with pedal cycle	External causes of morbidity and mortality
DV02	diag	Pedestrian injured in collision with two- or three-wheeled motor vehicle	External causes of morbidity and mortality
DV03	diag	Pedestrian injured in collision with car, pick-up truck or van	External causes of morbidity and mortality
DV04	diag	Pedestrian injured in collision with heavy transport vehicle or bus	External causes of morbidity and mortality
DV05	diag	Pedestrian injured in collision with railway train or railway vehicle	External causes of morbidity and mortality
DV06	diag	Pedestrian injured in collision with other nonmotor vehicle	External causes of morbidity and mortality
DV09	diag	Pedestrian injured in other and unspecified transport accidents	External causes of morbidity and mortality
DV10	diag	Pedal cyclist injured in collision with pedestrian or animal	External causes of morbidity and mortality
DV11	diag	Pedal cyclist injured in collision with other pedal cycle	External causes of morbidity and mortality
DV12	diag	Pedal cyclist injured in collision with two- or three-wheeled motor vehicle	External causes of morbidity and mortality
DV13	diag	Pedal cyclist injured in collision with car, pick-up truck or van	External causes of morbidity and mortality
